ingredient,raw_material,processing,dimension,unit_value
Pea flour,Brazil,India,nutrients,0.57347278
Pea flour,Iran,India,nutrients,0.560967173
Pea flour,Vietnam,India,nutrients,0.70539362
Pea flour,Congo (DRC),India,nutrients,0.319266414
Pea protein concentrate,Germany,Brazil,nutrients,0.118173278
Pea protein concentrate,Pakistan,Brazil,nutrients,-0.005438327
Pea protein concentrate,Germany,Pakistan,nutrients,0.270302545
Pea protein concentrate,Pakistan,Pakistan,nutrients,0.723802637
Pea protein concentrate,Germany,China,nutrients,0.473874973
Pea protein concentrate,Pakistan,China,nutrients,0.409628005
Soybean meal,Philippines,Ethiopia,nutrients,0.622804251
Soybean meal,Nigeria,Ethiopia,nutrients,0.55280579
Soybean meal,Pakistan,Ethiopia,nutrients,0.269170719
Soybean meal,Germany,Ethiopia,nutrients,0.376002625
Soybean meal,Japan,Ethiopia,nutrients,0.734249639
Soybean meal,India,Ethiopia,nutrients,0.358911469
Soybean meal,Philippines,Turkey,nutrients,0.948730988
Soybean meal,Nigeria,Turkey,nutrients,0.253485923
Soybean meal,Pakistan,Turkey,nutrients,0.41096119
Soybean meal,Germany,Turkey,nutrients,0.646631647
Soybean meal,Japan,Turkey,nutrients,0.772499434
Soybean meal,India,Turkey,nutrients,0.602563822
Soybean meal,Philippines,Philippines,nutrients,0.550049853
Soybean meal,Nigeria,Philippines,nutrients,0.677291618
Soybean meal,Pakistan,Philippines,nutrients,0.705767419
Soybean meal,Germany,Philippines,nutrients,0.467611326
Soybean meal,Japan,Philippines,nutrients,0.597087968
Soybean meal,India,Philippines,nutrients,0.343872317
Soybean meal,Philippines,China,nutrients,0.625008038
Soybean meal,Nigeria,China,nutrients,0.577999432
Soybean meal,Pakistan,China,nutrients,0.384869785
Soybean meal,Germany,China,nutrients,0.11520629
Soybean meal,Japan,China,nutrients,0.4489903
Soybean meal,India,China,nutrients,0.79151459
Soybean oil,Vietnam,Indonesia,nutrients,0.471594973
Soybean oil,Ethiopia,Indonesia,nutrients,0.670798149
Soybean oil,Iran,Indonesia,nutrients,1.03074424
Soybean oil,Pakistan,Indonesia,nutrients,0.323429296
Soybean oil,Brazil,Indonesia,nutrients,0.648009316
Soybean oil,Vietnam,Philippines,nutrients,0.675588413
Soybean oil,Ethiopia,Philippines,nutrients,-0.150841431
Soybean oil,Iran,Philippines,nutrients,0.549896982
Soybean oil,Pakistan,Philippines,nutrients,0.606954328
Soybean oil,Brazil,Philippines,nutrients,0.349031601
Soy protein concentrate,Nigeria,Germany,nutrients,0.403409401
Soy protein concentrate,Congo (DRC),Germany,nutrients,0.667311363
Soy protein concentrate,Iran,Germany,nutrients,0.401067152
Soy protein concentrate,Indonesia,Germany,nutrients,0.28931384
Soy protein concentrate,Germany,Germany,nutrients,0.649616714
Soy protein concentrate,Ethiopia,Germany,nutrients,0.497572781
Soy protein concentrate,Nigeria,Egypt,nutrients,0.390314245
Soy protein concentrate,Congo (DRC),Egypt,nutrients,0.685980095
Soy protein concentrate,Iran,Egypt,nutrients,0.695347413
Soy protein concentrate,Indonesia,Egypt,nutrients,0.963473976
Soy protein concentrate,Germany,Egypt,nutrients,0.831741831
Soy protein concentrate,Ethiopia,Egypt,nutrients,0.215911855
Soy protein concentrate,Nigeria,Bangladesh,nutrients,0.641598565
Soy protein concentrate,Congo (DRC),Bangladesh,nutrients,0.353235138
Soy protein concentrate,Iran,Bangladesh,nutrients,0.455686124
Soy protein concentrate,Indonesia,Bangladesh,nutrients,0.528112645
Soy protein concentrate,Germany,Bangladesh,nutrients,0.361036886
Soy protein concentrate,Ethiopia,Bangladesh,nutrients,0.431464052
Soy protein concentrate,Nigeria,Turkey,nutrients,0.003720891
Soy protein concentrate,Congo (DRC),Turkey,nutrients,0.468798004
Soy protein concentrate,Iran,Turkey,nutrients,0.544817236
Soy protein concentrate,Indonesia,Turkey,nutrients,0.811670686
Soy protein concentrate,Germany,Turkey,nutrients,0.518383251
Soy protein concentrate,Ethiopia,Turkey,nutrients,0.578712521
Soy protein concentrate,Nigeria,Iran,nutrients,0.509023817
Soy protein concentrate,Congo (DRC),Iran,nutrients,0.40608126
Soy protein concentrate,Iran,Iran,nutrients,0.500543572
Soy protein concentrate,Indonesia,Iran,nutrients,0.367828891
Soy protein concentrate,Germany,Iran,nutrients,0.720762727
Soy protein concentrate,Ethiopia,Iran,nutrients,0.949158697
Soy protein concentrate,Nigeria,India,nutrients,0.527346615
Soy protein concentrate,Congo (DRC),India,nutrients,0.411645355
Soy protein concentrate,Iran,India,nutrients,0.463230007
Soy protein concentrate,Indonesia,India,nutrients,0.298418061
Soy protein concentrate,Germany,India,nutrients,0.37002086
Soy protein concentrate,Ethiopia,India,nutrients,0.729216134
Spirulina meal,China,Vietnam,nutrients,0.607636924
Spirulina meal,Thailand,Vietnam,nutrients,0.47789452
Spirulina meal,China,Turkey,nutrients,0.832227519
Spirulina meal,Thailand,Turkey,nutrients,0.756723137
Spirulina meal,China,Germany,nutrients,0.233467228
Spirulina meal,Thailand,Germany,nutrients,0.833725751
Spirulina meal,China,Brazil,nutrients,0.292072658
Spirulina meal,Thailand,Brazil,nutrients,0.17655447
Sunflower meal,Nigeria,Iran,nutrients,0.446729899
Sunflower meal,Pakistan,Iran,nutrients,0.606399832
Sunflower meal,Germany,Iran,nutrients,0.405975535
Sunflower meal,Japan,Iran,nutrients,0.574892059
Sunflower meal,Mexico,Iran,nutrients,0.623718547
Sunflower meal,Nigeria,Russia,nutrients,0.786967853
Sunflower meal,Pakistan,Russia,nutrients,-0.08445422
Sunflower meal,Germany,Russia,nutrients,0.320729028
Sunflower meal,Japan,Russia,nutrients,0.445690372
Sunflower meal,Mexico,Russia,nutrients,0.61603361
Sunflower meal,Nigeria,Mexico,nutrients,0.5876856
Sunflower meal,Pakistan,Mexico,nutrients,0.991429007
Sunflower meal,Germany,Mexico,nutrients,0.535856645
Sunflower meal,Japan,Mexico,nutrients,0.306658373
Sunflower meal,Mexico,Mexico,nutrients,0.200046738
Sunflower meal,Nigeria,Bangladesh,nutrients,0.60437109
Sunflower meal,Pakistan,Bangladesh,nutrients,0.73178466
Sunflower meal,Germany,Bangladesh,nutrients,0.650527069
Sunflower meal,Japan,Bangladesh,nutrients,0.46759093
Sunflower meal,Mexico,Bangladesh,nutrients,0.584612764
Wheat,Japan,Nigeria,nutrients,0.422834374
Wheat,Ethiopia,Nigeria,nutrients,0.326772433
Wheat,Vietnam,Nigeria,nutrients,0.283206306
Wheat,United States,Nigeria,nutrients,0.501124553
Wheat,Philippines,Nigeria,nutrients,0.64080618
Wheat,Russia,Nigeria,nutrients,0.539785134
Wheat,Japan,Turkey,nutrients,0.33733361
Wheat,Ethiopia,Turkey,nutrients,0.486411372
Wheat,Vietnam,Turkey,nutrients,0.287770038
Wheat,United States,Turkey,nutrients,0.191251105
Wheat,Philippines,Turkey,nutrients,0.502887168
Wheat,Russia,Turkey,nutrients,0.569215239
Wheat,Japan,Russia,nutrients,0.494643744
Wheat,Ethiopia,Russia,nutrients,0.648905281
Wheat,Vietnam,Russia,nutrients,0.360371751
Wheat,United States,Russia,nutrients,0.549541802
Wheat,Philippines,Russia,nutrients,0.552715405
Wheat,Russia,Russia,nutrients,0.778312172
Wheat,Japan,Mexico,nutrients,0.666603336
Wheat,Ethiopia,Mexico,nutrients,0.267970364
Wheat,Vietnam,Mexico,nutrients,0.539685326
Wheat,United States,Mexico,nutrients,0.345625972
Wheat,Philippines,Mexico,nutrients,0.209250685
Wheat,Russia,Mexico,nutrients,0.681077688
Wheat,Japan,Brazil,nutrients,0.668150033
Wheat,Ethiopia,Brazil,nutrients,0.733041603
Wheat,Vietnam,Brazil,nutrients,0.082007164
Wheat,United States,Brazil,nutrients,0.480272493
Wheat,Philippines,Brazil,nutrients,0.823943182
Wheat,Russia,Brazil,nutrients,1.011922407
Wheat,Japan,Bangladesh,nutrients,0.284858932
Wheat,Ethiopia,Bangladesh,nutrients,0.719590927
Wheat,Vietnam,Bangladesh,nutrients,0.69494119
Wheat,United States,Bangladesh,nutrients,0.671986878
Wheat,Philippines,Bangladesh,nutrients,0.062401243
Wheat,Russia,Bangladesh,nutrients,-0.021771258
Wheat gluten,Egypt,Russia,nutrients,0.263125863
Wheat gluten,Thailand,Russia,nutrients,0.805622491
Wheat gluten,Turkey,Russia,nutrients,0.024432909
Wheat gluten,Congo (DRC),Russia,nutrients,-0.079839858
Wheat gluten,Egypt,China,nutrients,0.25387334
Wheat gluten,Thailand,China,nutrients,0.44623885
Wheat gluten,Turkey,China,nutrients,0.648310102
Wheat gluten,Congo (DRC),China,nutrients,0.81133522
Wheat gluten,Egypt,Philippines,nutrients,0.252995446
Wheat gluten,Thailand,Philippines,nutrients,0.601708159
Wheat gluten,Turkey,Philippines,nutrients,-0.035592212
Wheat gluten,Congo (DRC),Philippines,nutrients,0.534501127
Wheat gluten,Egypt,Iran,nutrients,0.428662267
Wheat gluten,Thailand,Iran,nutrients,0.780799655
Wheat gluten,Turkey,Iran,nutrients,0.675770332
Wheat gluten,Congo (DRC),Iran,nutrients,0.708546555
Yeast meal,Pakistan,Russia,nutrients,0.469918586
Yeast meal,China,Russia,nutrients,0.281486189
Yeast meal,Thailand,Russia,nutrients,0.376737106
Yeast meal,Ethiopia,Russia,nutrients,0.788257757
Yeast meal,Japan,Russia,nutrients,0.668269877
Yeast meal,United States,Russia,nutrients,0.245072625
Yeast meal,Pakistan,Ethiopia,nutrients,0.680583202
Yeast meal,China,Ethiopia,nutrients,0.358123311
Yeast meal,Thailand,Ethiopia,nutrients,0.561002218
Yeast meal,Ethiopia,Ethiopia,nutrients,0.73464314
Yeast meal,Japan,Ethiopia,nutrients,0.352587313
Yeast meal,United States,Ethiopia,nutrients,0.392326326
Yeast meal,Pakistan,Philippines,nutrients,0.854179724
Yeast meal,China,Philippines,nutrients,0.448448883
Yeast meal,Thailand,Philippines,nutrients,0.740539553
Yeast meal,Ethiopia,Philippines,nutrients,0.292720405
Yeast meal,Japan,Philippines,nutrients,0.643922513
Yeast meal,United States,Philippines,nutrients,0.70618463
Microingredients,Indonesia,Ethiopia,nutrients,0.719273654
Microingredients,Iran,Ethiopia,nutrients,0.422696352
Microingredients,Egypt,Ethiopia,nutrients,0.759937748
Microingredients,Turkey,Ethiopia,nutrients,0.459373901
Microingredients,Vietnam,Ethiopia,nutrients,0.363785497
Microingredients,Indonesia,United States,nutrients,0.333175825
Microingredients,Iran,United States,nutrients,0.641868814
Microingredients,Egypt,United States,nutrients,0.49387488
Microingredients,Turkey,United States,nutrients,0.467286701
Microingredients,Vietnam,United States,nutrients,0.634919019
Microingredients,Indonesia,Germany,nutrients,0.352195062
Microingredients,Iran,Germany,nutrients,0.366758174
Microingredients,Egypt,Germany,nutrients,0.609006738
Microingredients,Turkey,Germany,nutrients,0.337658332
Microingredients,Vietnam,Germany,nutrients,0.377922541
Black soldier-fly meal,Turkey,Indonesia,water,0.571617274
Black soldier-fly meal,India,Indonesia,water,0.367434526
Black soldier-fly meal,Germany,Indonesia,water,0.579506623
Black soldier-fly meal,Egypt,Indonesia,water,0.747882311
Black soldier-fly meal,China,Indonesia,water,0.22115652
Black soldier-fly meal,Turkey,Iran,water,0.586960277
Black soldier-fly meal,India,Iran,water,0.525977409
Black soldier-fly meal,Germany,Iran,water,0.47335292
Black soldier-fly meal,Egypt,Iran,water,0.637959362
Black soldier-fly meal,China,Iran,water,0.31360224
Black soldier-fly meal,Turkey,Pakistan,water,0.611544602
Black soldier-fly meal,India,Pakistan,water,0.536714279
Black soldier-fly meal,Germany,Pakistan,water,0.594141887
Black soldier-fly meal,Egypt,Pakistan,water,0.489753909
Black soldier-fly meal,China,Pakistan,water,0.636037832
Canola oil,Philippines,Indonesia,water,0.401891635
Canola oil,Nigeria,Indonesia,water,0.972543772
Canola oil,Philippines,Philippines,water,0.308844216
Canola oil,Nigeria,Philippines,water,0.351697905
Canola oil,Philippines,United States,water,0.584406885
Canola oil,Nigeria,United States,water,0.077403347
Canola oil,Philippines,Turkey,water,0.849370057
Canola oil,Nigeria,Turkey,water,0.720243271
Chicken protein concentrate,Egypt,Iran,water,0.421763421
Chicken protein concentrate,Thailand,Iran,water,0.700003988
Chicken protein concentrate,Turkey,Iran,water,0.625864571
Chicken protein concentrate,China,Iran,water,0.539749935
Chicken protein concentrate,Russia,Iran,water,0.470010963
Chicken protein concentrate,Egypt,Congo (DRC),water,0.542763981
Chicken protein concentrate,Thailand,Congo (DRC),water,0.815679334
Chicken protein concentrate,Turkey,Congo (DRC),water,0.347785214
Chicken protein concentrate,China,Congo (DRC),water,0.268297393
Chicken protein concentrate,Russia,Congo (DRC),water,0.12423041
Chicken protein concentrate,Egypt,Indonesia,water,0.50696556
Chicken protein concentrate,Thailand,Indonesia,water,0.546551451
Chicken protein concentrate,Turkey,Indonesia,water,0.276063354
Chicken protein concentrate,China,Indonesia,water,0.426845939
Chicken protein concentrate,Russia,Indonesia,water,0.597441398
Chicken protein concentrate,Egypt,Turkey,water,0.69970811
Chicken protein concentrate,Thailand,Turkey,water,0.647396828
Chicken protein concentrate,Turkey,Turkey,water,0.492623784
Chicken protein concentrate,China,Turkey,water,0.338490138
Chicken protein concentrate,Russia,Turkey,water,0.483753646
Chicken protein concentrate,Egypt,Thailand,water,0.80168713
Chicken protein concentrate,Thailand,Thailand,water,0.311163063
Chicken protein concentrate,Turkey,Thailand,water,0.276252557
Chicken protein concentrate,China,Thailand,water,0.560222827
Chicken protein concentrate,Russia,Thailand,water,0.645002149
Coconut oil,China,Brazil,water,0.657890463
Coconut oil,Iran,Brazil,water,0.246475301
Coconut oil,Vietnam,Brazil,water,0.267881905
Coconut oil,Japan,Brazil,water,0.77848951
Coconut oil,United States,Brazil,water,0.554430475
Coconut oil,Mexico,Brazil,water,0.699224394
Coconut oil,China,Egypt,water,0.235494418
Coconut oil,Iran,Egypt,water,0.412196677
Coconut oil,Vietnam,Egypt,water,0.222264924
Coconut oil,Japan,Egypt,water,0.506471275
Coconut oil,United States,Egypt,water,0.35627592
Coconut oil,Mexico,Egypt,water,0.583124494
Corn gluten meal,Thailand,Mexico,water,0.418032746
Corn gluten meal,United States,Mexico,water,0.805788125
Corn gluten meal,Germany,Mexico,water,0.578382258
Corn gluten meal,Ethiopia,Mexico,water,0.277092764
Corn gluten meal,Indonesia,Mexico,water,0.653461748
Corn gluten meal,China,Mexico,water,0.377471285
Corn gluten meal,Thailand,Brazil,water,0.198719236
Corn gluten meal,United States,Brazil,water,0.572882883
Corn gluten meal,Germany,Brazil,water,0.415994855
Corn gluten meal,Ethiopia,Brazil,water,0.681106914
Corn gluten meal,Indonesia,Brazil,water,0.677730356
Corn gluten meal,China,Brazil,water,0.46409366
Faba beans,Ethiopia,Mexico,water,0.437628124
Faba beans,United States,Mexico,water,0.510733458
Faba beans,Bangladesh,Mexico,water,0.444430633
Faba beans,China,Mexico,water,0.616750069
Faba beans,Ethiopia,Indonesia,water,0.397360259
Faba beans,United States,Indonesia,water,0.865129293
Faba beans,Bangladesh,Indonesia,water,0.430051231
Faba beans,China,Indonesia,water,0.545249089
Faba beans,Ethiopia,Bangladesh,water,0.610460484
Faba beans,United States,Bangladesh,water,0.205471358
Faba beans,Bangladesh,Bangladesh,water,0.463129458
Faba beans,China,Bangladesh,water,0.577842157
Faba beans,Ethiopia,Pakistan,water,0.52603053
Faba beans,United States,Pakistan,water,0.344577393
Faba beans,Bangladesh,Pakistan,water,0.684496726
Faba beans,China,Pakistan,water,0.137977354
Faba beans,Ethiopia,United States,water,0.564759656
Faba beans,United States,United States,water,0.597095872
Faba beans,Bangladesh,United States,water,0.316634347
Faba beans,China,United States,water,0.772390632
Fishmeal forage,Russia,Pakistan,water,0.63017372
Fishmeal forage,China,Pakistan,water,0.368367673
Fishmeal forage,Egypt,Pakistan,water,0.625385285
Fishmeal forage,Pakistan,Pakistan,water,0.384814279
Fishmeal forage,Japan,Pakistan,water,0.737702944
Fishmeal forage,Turkey,Pakistan,water,0.487149978
Fishmeal forage,Russia,Brazil,water,1.015025487
Fishmeal forage,China,Brazil,water,0.623988356
Fishmeal forage,Egypt,Brazil,water,0.420310112
Fishmeal forage,Pakistan,Brazil,water,0.338102241
Fishmeal forage,Japan,Brazil,water,0.269361152
Fishmeal forage,Turkey,Brazil,water,0.643698263
Fishmeal forage,Russia,Ethiopia,water,0.716879451
Fishmeal forage,China,Ethiopia,water,0.408676959
Fishmeal forage,Egypt,Ethiopia,water,0.712979351
Fishmeal forage,Pakistan,Ethiopia,water,0.437502819
Fishmeal forage,Japan,Ethiopia,water,0.523361583
Fishmeal forage,Turkey,Ethiopia,water,0.069457525
Fishmeal trimmings,Pakistan,Germany,water,0.396399711
Fishmeal trimmings,United States,Germany,water,0.442132127
Fishmeal trimmings,Philippines,Germany,water,0.550591867
Fishmeal trimmings,India,Germany,water,0.268355459
Fishmeal trimmings,Nigeria,Germany,water,0.789436632
Fishmeal trimmings,Pakistan,Bangladesh,water,0.563108301
Fishmeal trimmings,United States,Bangladesh,water,0.317321397
Fishmeal trimmings,Philippines,Bangladesh,water,0.318074003
Fishmeal trimmings,India,Bangladesh,water,0.724083199
Fishmeal trimmings,Nigeria,Bangladesh,water,0.615994939
Fishmeal trimmings,Pakistan,Turkey,water,0.67996179
Fishmeal trimmings,United States,Turkey,water,0.734158082
Fishmeal trimmings,Philippines,Turkey,water,0.615401445
Fishmeal trimmings,India,Turkey,water,0.292221397
Fishmeal trimmings,Nigeria,Turkey,water,0.502413262
Fish oil forage,Ethiopia,Mexico,water,0.839470868
Fish oil forage,Mexico,Mexico,water,0.667868398
Fish oil forage,Ethiopia,Indonesia,water,0.397711424
Fish oil forage,Mexico,Indonesia,water,0.779338429
Fish oil forage,Ethiopia,Brazil,water,0.164051911
Fish oil forage,Mexico,Brazil,water,0.464393965
Fish oil forage,Ethiopia,Germany,water,0.381662497
Fish oil forage,Mexico,Germany,water,0.636608093
Fish oil trimmings,Congo (DRC),Brazil,water,0.661977876
Fish oil trimmings,Indonesia,Brazil,water,0.733563292
Fish oil trimmings,Congo (DRC),Iran,water,0.820165574
Fish oil trimmings,Indonesia,Iran,water,0.766240479
Fish oil trimmings,Congo (DRC),Thailand,water,0.08161805
Fish oil trimmings,Indonesia,Thailand,water,0.48100882
Fish oil trimmings,Congo (DRC),Philippines,water,0.629833785
Fish oil trimmings,Indonesia,Philippines,water,0.252273809
Fish oil trimmings,Congo (DRC),Turkey,water,0.639278987
Fish oil trimmings,Indonesia,Turkey,water,0.207865559
Guar meal,United States,Indonesia,water,0.381202343
Guar meal,Mexico,Indonesia,water,0.490004804
Guar meal,Vietnam,Indonesia,water,0.180862992
Guar meal,United States,Bangladesh,water,0.366021253
Guar meal,Mexico,Bangladesh,water,0.347172049
Guar meal,Vietnam,Bangladesh,water,0.47976173
Guar meal,United States,Iran,water,0.550993104
Guar meal,Mexico,Iran,water,0.480047075
Guar meal,Vietnam,Iran,water,0.470701609
Guar meal,United States,Congo (DRC),water,0.655696951
Guar meal,Mexico,Congo (DRC),water,0.788797237
Guar meal,Vietnam,Congo (DRC),water,0.442320829
Guar meal,United States,Ethiopia,water,0.630651543
Guar meal,Mexico,Ethiopia,water,0.216108374
Guar meal,Vietnam,Ethiopia,water,0.277181265
Krill meal,Philippines,Mexico,water,0.291072949
Krill meal,Egypt,Mexico,water,0.956103184
Krill meal,United States,Mexico,water,0.753218804
Krill meal,Iran,Mexico,water,0.263073598
Krill meal,Pakistan,Mexico,water,0.500446751
Krill meal,Germany,Mexico,water,0.267824353
Krill meal,Philippines,Nigeria,water,0.471183673
Krill meal,Egypt,Nigeria,water,0.934315121
Krill meal,United States,Nigeria,water,0.199931851
Krill meal,Iran,Nigeria,water,0.421912738
Krill meal,Pakistan,Nigeria,water,0.433833313
Krill meal,Germany,Nigeria,water,0.669067518
Krill meal,Philippines,United States,water,0.50583018
Krill meal,Egypt,United States,water,0.251808529
Krill meal,United States,United States,water,0.687017795
Krill meal,Iran,United States,water,0.234416691
Krill meal,Pakistan,United States,water,-0.096406182
Krill meal,Germany,United States,water,0.398058213
Krill meal,Philippines,Pakistan,water,0.431751461
Krill meal,Egypt,Pakistan,water,0.474276122
Krill meal,United States,Pakistan,water,0.516196476
Krill meal,Iran,Pakistan,water,0.890012597
Krill meal,Pakistan,Pakistan,water,0.596208363
Krill meal,Germany,Pakistan,water,0.574166547
Linseed oil,Indonesia,Thailand,water,0.793300629
Linseed oil,United States,Thailand,water,-0.038937423
Linseed oil,Vietnam,Thailand,water,0.946102709
Linseed oil,Indonesia,Iran,water,0.691990265
Linseed oil,United States,Iran,water,0.62406451
Linseed oil,Vietnam,Iran,water,0.468643694
Linseed oil,Indonesia,Ethiopia,water,0.35868044
Linseed oil,United States,Ethiopia,water,0.449890014
Linseed oil,Vietnam,Ethiopia,water,0.551156489
Linseed oil,Indonesia,Japan,water,0.397424421
Linseed oil,United States,Japan,water,0.38194556
Linseed oil,Vietnam,Japan,water,0.312333623
Linseed oil,Indonesia,Mexico,water,0.87041442
Linseed oil,United States,Mexico,water,0.256884855
Linseed oil,Vietnam,Mexico,water,0.397011571
Linseed oil,Indonesia,United States,water,0.568227577
Linseed oil,United States,United States,water,0.458349773
Linseed oil,Vietnam,United States,water,0.432080605
Methanobacterial meal,Japan,Pakistan,water,0.570423463
Methanobacterial meal,Nigeria,Pakistan,water,0.369069953
Methanobacterial meal,United States,Pakistan,water,0.581834165
Methanobacterial meal,Japan,Vietnam,water,0.510773218
Methanobacterial meal,Nigeria,Vietnam,water,0.08544211
Methanobacterial meal,United States,Vietnam,water,0.381969765
Pea flour,Brazil,Vietnam,water,0.012423275
Pea flour,Iran,Vietnam,water,0.386644888
Pea flour,Vietnam,Vietnam,water,0.420177879
Pea flour,Congo (DRC),Vietnam,water,0.610043956
Pea flour,Brazil,Pakistan,water,0.513679022
Pea flour,Iran,Pakistan,water,0.582425523
Pea flour,Vietnam,Pakistan,water,0.262883371
Pea flour,Congo (DRC),Pakistan,water,0.180656773
Pea flour,Brazil,Turkey,water,0.191369046
Pea flour,Iran,Turkey,water,0.332753916
Pea flour,Vietnam,Turkey,water,0.380519605
Pea flour,Congo (DRC),Turkey,water,0.351808129
Pea flour,Brazil,India,water,0.561890163
Pea flour,Iran,India,water,0.535572812
Pea flour,Vietnam,India,water,0.41030162
Pea flour,Congo (DRC),India,water,0.573920352
Pea protein concentrate,Germany,Brazil,water,0.153022806
Pea protein concentrate,Pakistan,Brazil,water,0.847198945
Pea protein concentrate,Germany,Pakistan,water,0.216617231
Pea protein concentrate,Pakistan,Pakistan,water,0.428365951
Pea protein concentrate,Germany,China,water,0.345183657
Pea protein concentrate,Pakistan,China,water,0.39114751
Soybean meal,Philippines,Ethiopia,water,1.056901443
Soybean meal,Nigeria,Ethiopia,water,0.729687431
Soybean meal,Pakistan,Ethiopia,water,0.514504184
Soybean meal,Germany,Ethiopia,water,0.428858955
Soybean meal,Japan,Ethiopia,water,0.352717699
Soybean meal,India,Ethiopia,water,0.4540761
Soybean meal,Philippines,Turkey,water,0.203477137
Soybean meal,Nigeria,Turkey,water,0.459066189
Soybean meal,Pakistan,Turkey,water,0.520895014
Soybean meal,Germany,Turkey,water,0.122193126
Soybean meal,Japan,Turkey,water,0.579620108
Soybean meal,India,Turkey,water,0.337551281
Soybean meal,Philippines,Philippines,water,0.643864386
Soybean meal,Nigeria,Philippines,water,0.835189307
Soybean meal,Pakistan,Philippines,water,0.725330471
Soybean meal,Germany,Philippines,water,0.593774051
Soybean meal,Japan,Philippines,water,0.413203419
Soybean meal,India,Philippines,water,0.889236238
Soybean meal,Philippines,China,water,0.900868201
Soybean meal,Nigeria,China,water,0.768115337
Soybean meal,Pakistan,China,water,0.572132784
Soybean meal,Germany,China,water,0.588021933
Soybean meal,Japan,China,water,0.613258837
Soybean meal,India,China,water,0.452179297
Soybean oil,Vietnam,Indonesia,water,0.643125312
Soybean oil,Ethiopia,Indonesia,water,0.117971893
Soybean oil,Iran,Indonesia,water,0.384803254
Soybean oil,Pakistan,Indonesia,water,0.629888419
Soybean oil,Brazil,Indonesia,water,0.166906698
Soybean oil,Vietnam,Philippines,water,0.835862879
Soybean oil,Ethiopia,Philippines,water,0.43302213
Soybean oil,Iran,Philippines,water,0.223627358
Soybean oil,Pakistan,Philippines,water,0.591956342
Soybean oil,Brazil,Philippines,water,0.617708336
Soy protein concentrate,Nigeria,Germany,water,0.326107509
Soy protein concentrate,Congo (DRC),Germany,water,0.66337733
Soy protein concentrate,Iran,Germany,water,0.748832924
Soy protein concentrate,Indonesia,Germany,water,0.465142153
Soy protein concentrate,Germany,Germany,water,0.807218091
Soy protein concentrate,Ethiopia,Germany,water,1.013259336
Soy protein concentrate,Nigeria,Egypt,water,0.592521215
Soy protein concentrate,Congo (DRC),Egypt,water,0.350388003
Soy protein concentrate,Iran,Egypt,water,0.648062797
Soy protein concentrate,Indonesia,Egypt,water,0.603405149
Soy protein concentrate,Germany,Egypt,water,0.467349694
Soy protein concentrate,Ethiopia,Egypt,water,0.568483992
Soy protein concentrate,Nigeria,Bangladesh,water,0.669707661
Soy protein concentrate,Congo (DRC),Bangladesh,water,0.305798775
Soy protein concentrate,Iran,Bangladesh,water,0.883411221
Soy protein concentrate,Indonesia,Bangladesh,water,0.466506357
Soy protein concentrate,Germany,Bangladesh,water,0.595486513
Soy protein concentrate,Ethiopia,Bangladesh,water,0.631351708
Soy protein concentrate,Nigeria,Turkey,water,0.025828411
Soy protein concentrate,Congo (DRC),Turkey,water,0.459454447
Soy protein concentrate,Iran,Turkey,water,0.452440582
Soy protein concentrate,Indonesia,Turkey,water,0.472179746
Soy protein concentrate,Germany,Turkey,water,0.493415915
Soy protein concentrate,Ethiopia,Turkey,water,0.197336939
Soy protein concentrate,Nigeria,Iran,water,0.268162697
Soy protein concentrate,Congo (DRC),Iran,water,0.414790803
Soy protein concentrate,Iran,Iran,water,0.451781007
Soy protein concentrate,Indonesia,Iran,water,0.347805424
Soy protein concentrate,Germany,Iran,water,0.644655643
Soy protein concentrate,Ethiopia,Iran,water,0.723952815
Soy protein concentrate,Nigeria,India,water,0.636528643
Soy protein concentrate,Congo (DRC),India,water,0.526429766
Soy protein concentrate,Iran,India,water,0.230818938
Soy protein concentrate,Indonesia,India,water,0.426346593
Soy protein concentrate,Germany,India,water,0.37701051
Soy protein concentrate,Ethiopia,India,water,0.799027956
Spirulina meal,China,Vietnam,water,0.309003572
Spirulina meal,Thailand,Vietnam,water,0.343968876
Spirulina meal,China,Turkey,water,0.500617785
Spirulina meal,Thailand,Turkey,water,0.500397758
Spirulina meal,China,Germany,water,0.797266448
Spirulina meal,Thailand,Germany,water,0.306208785
Spirulina meal,China,Brazil,water,0.67214582
Spirulina meal,Thailand,Brazil,water,0.620758333
Sunflower meal,Nigeria,Iran,water,0.483562416
Sunflower meal,Pakistan,Iran,water,0.630765661
Sunflower meal,Germany,Iran,water,0.186917396
Sunflower meal,Japan,Iran,water,0.519737876
Sunflower meal,Mexico,Iran,water,0.384997087
Sunflower meal,Nigeria,Russia,water,0.631456542
Sunflower meal,Pakistan,Russia,water,0.568059733
Sunflower meal,Germany,Russia,water,0.935814619
Sunflower meal,Japan,Russia,water,0.483446279
Sunflower meal,Mexico,Russia,water,0.53611757
Sunflower meal,Nigeria,Mexico,water,0.811970987
Sunflower meal,Pakistan,Mexico,water,0.58336221
Sunflower meal,Germany,Mexico,water,0.500503808
Sunflower meal,Japan,Mexico,water,0.66192766
Sunflower meal,Mexico,Mexico,water,0.315960386
Sunflower meal,Nigeria,Bangladesh,water,0.447687711
Sunflower meal,Pakistan,Bangladesh,water,0.23783203
Sunflower meal,Germany,Bangladesh,water,0.64839259
